date,open,high,low,close,volume,rsi_14,ema_12,ema_6,ema_26,ema_cross_signal_12_26,pred_proba,model_pred
2025-01-06 07:40:00,99291.0,99367.0,99217.0,99367.0,0.48876226,40.6885758998435,99397.2914823089,99362.4840934797,99312.48164550847,0,0.0,False
2025-01-06 07:50:00,99355.0,99384.0,99268.0,99279.0,1.45357665,33.95784543325527,99379.09279272292,99338.63149534263,99310.00152361895,0,0.05,False
2025-01-06 08:00:00,99277.0,99541.0,99277.0,99451.0,1.15709841,38.47272727272727,99390.15543999632,99370.7367823876,99320.44585520274,0,0.0,False
2025-01-06 08:10:00,99471.0,99586.0,99385.0,99385.0,0.23964983,42.38782051282051,99389.3622953815,99374.8119874197,99325.22764370624,0,0.0,False
2025-01-06 08:20:00,99384.0,99446.0,99312.0,99388.0,12.69685236,44.07622203811101,99389.15271147666,99378.57999101406,99329.87744787615,0,0.07,False
2025-01-06 08:30:00,99359.0,99365.0,99217.0,99218.0,3.80989436,41.92277383766745,99362.82152509563,99332.69999358148,99321.59022951494,0,0.03,False
2025-01-06 08:40:00,99218.0,99218.0,98985.0,99050.0,12.37898398,35.31093638313081,99314.69513661938,99251.92856684391,99301.47243473606,0,0.15,False
2025-01-06 08:50:00,99040.0,99194.0,98991.0,99015.0,1.05700733,24.558587479935795,99268.5881925241,99184.2346906028,99280.25225438524,-1,0.05,False
2025-01-06 09:00:00,99015.0,99150.0,98991.0,99147.0,5.70906974,32.833583208395794,99249.88231675117,99173.59620757343,99270.38171702337,0,0.08,False
2025-01-06 09:10:00,99153.0,99221.0,99096.0,99128.0,3.88383018,35.49432739059968,99231.13119109714,99160.56871969531,99259.8349231698,0,0.09,False
2025-01-06 09:20:00,99128.0,99135.0,99036.0,99105.0,3.74337077,38.053866203301475,99211.72639246681,99144.6919426395,99248.36566960166,0,0.05,False
2025-01-06 09:30:00,99082.0,99118.0,99019.0,99019.0,2.71175001,39.745916515426494,99182.07617824114,99108.77995902822,99231.37562000153,0,0.06,False
2025-01-06 09:40:00,99020.0,99055.0,99016.0,99025.0,0.32560278,36.94207027540361,99157.9106123579,99084.8428278773,99216.08853703845,0,0.01,False
2025-01-06 09:50:00,99019.0,99019.0,98932.0,98961.0,3.2373157,35.10830324909746,99127.61667199514,99049.45916276952,99197.1930898504,0,0.15,False
2025-01-06 10:00:00,98961.0,99018.0,98788.0,98788.0,7.20132944,25.975103734439827,99075.36795322665,98974.75654483537,99166.88249060223,0,0.08,False
2025-01-06 10:10:00,98841.0,98882.0,98834.0,98860.0,0.35565435,32.38015138772077,99042.23442196101,98941.96896059669,99144.15045426133,0,0.05,False
2025-01-06 10:20:00,98842.0,98959.0,98834.0,98959.0,3.73797795,27.956989247311824,99029.42912627471,98946.83497185478,99130.43560579752,0,0.11,False
2025-01-06 10:30:00,98959.0,98959.0,98808.0,98831.0,1.0701028099999998,26.4855687606112,98998.9015683863,98913.73926561055,99108.25519055326,0,0.06,False
2025-01-06 10:40:00,98809.0,98826.0,98718.0,98805.0,2.85175875,25.728559533721892,98969.07055786533,98882.67090400754,99085.79184310487,0,0.14,False
2025-01-06 10:50:00,98810.0,98831.0,98683.0,98728.0,2.5150313200000003,27.888086642599276,98931.9827797322,98838.47921714824,99059.28874361562,0,0.11,False
2025-01-06 11:00:00,98739.0,98924.0,98683.0,98923.0,2.00931841,44.40528634361233,98930.60081361956,98862.62801224875,99049.19328112558,0,0.04,False
2025-01-06 11:10:00,98944.0,99031.0,98911.0,99017.0,1.63498513,50.083752093802346,98943.89299613962,98906.73429446339,99046.8085936348,0,0.03,False
2025-01-06 11:20:00,99012.0,99269.0,98943.0,99208.0,25.0186041,52.434158020750196,98984.52484288737,98992.810210331,99058.74869781,0,0.31,False
2025-01-06 11:30:00,99210.0,99359.0,99181.0,99181.0,5.25594873,52.101506740682005,99014.75179013547,99046.57872166499,99067.80434982409,0,0.05,False
2025-01-06 11:40:00,99141.0,99210.0,99141.0,99150.0,0.51489315,51.77304964539007,99035.5592070377,99076.12765833215,99073.89291650378,0,0.02,False
2025-01-06 11:50:00,99152.0,99282.0,99140.0,99221.0,1.37782079,58.0542264752791,99064.08855980114,99117.51975595154,99084.78973750351,0,0.03,False
2025-01-06 12:00:00,99234.0,99371.0,99234.0,99324.0,5.19638972,61.065877128053295,99104.07493521635,99176.51411139395,99102.50901620695,1,0.05,False
2025-01-06 12:10:00,99345.0,99478.0,99345.0,99380.0,7.44533894,65.5994043186895,99146.52494518306,99234.65293670996,99123.06390389532,0,0.02,False
2025-01-06 12:20:00,99380.0,99669.0,99380.0,99536.0,11.65649144,78.2051282051282,99206.44418438566,99320.75209764998,99153.65176286604,0,0.04,False
2025-01-06 12:30:00,99536.0,99537.0,99433.0,99479.0,20.18691165,73.60793287566743,99248.37584832634,99365.96578403571,99177.75163228337,0,0.08,False
2025-01-06 12:40:00,99470.0,99500.0,99328.0,99328.0,0.82551241,63.53631694790903,99260.62571781459,99355.11841716836,99188.88114100312,0,0.02,False
2025-01-06 12:50:00,99341.0,99341.0,99122.0,99134.0,21.70987277,60.60181945416375,99241.1448381508,99291.94172654883,99184.81587129919,0,0.2,False
2025-01-06 13:00:00,99130.0,99197.0,99039.0,99101.0,6.32746297,60.306406685236766,99219.5840938199,99237.38694753489,99178.60728823999,0,0.03,False
2025-01-06 13:10:00,99103.0,99127.0,98884.0,98980.0,12.41709484,58.513513513513516,99182.72500246299,99163.84781966778,99163.89563725925,0,0.16,False
2025-01-06 13:20:00,98996.0,99323.0,98996.0,99285.0,30.53674181,61.38364779874214,99198.45961746869,99198.46272833413,99172.8663307956,0,0.1,False
2025-01-06 13:30:00,99322.0,99338.0,99113.0,99113.0,4.1376113,52.87769784172662,99185.31198401196,99174.04480595294,99168.4317877737,0,0.05,False
2025-01-06 13:40:00,99145.0,99265.0,99145.0,99245.0,4.99297663,51.14978247358607,99194.49475570244,99194.31771853782,99174.10350719787,0,0.04,False
2025-01-06 13:50:00,99241.0,99541.0,99241.0,99464.0,8.72992362,57.856746252082175,99235.95710097898,99271.36979895558,99195.57732147952,0,0.08,False
2025-01-06 14:00:00,99466.0,99562.0,99281.0,99298.0,6.22536561,53.82231404958677,99245.50216236683,99278.97842782542,99203.1641865551,0,0.02,False
2025-01-06 14:10:00,99256.0,99285.0,98750.0,98750.0,39.92372648,40.24036469125569,99169.27106046423,99127.84173416102,99169.5964690325,-1,0.45,False
2025-01-06 14:20:00,98740.0,99100.0,98705.0,99017.0,6.41078541,44.04346138921226,99145.84474346973,99096.17266725787,99158.29302688196,0,0.06,False
2025-01-06 14:30:00,99018.0,99264.0,98859.0,99109.0,25.97748228,44.81438959050899,99140.17632139746,99099.83761946991,99154.64169155736,0,0.36,False
2025-01-06 14:40:00,99111.0,100651.0,99111.0,100455.0,99.64955707,62.08256639495136,99342.45688733632,99487.02687104994,99250.96452921978,1,0.16,False
2025-01-06 14:50:00,100522.0,101263.0,100357.0,100741.0,68.32132136999999,65.6498015873016,99557.61736620766,99845.30490789282,99361.33752705535,0,0.16,False
2025-01-06 15:00:00,100776.0,101066.0,100487.0,101052.0,42.41554147,70.56297709923663,99787.5223867911,100190.07493420916,99486.57178431051,0,0.14,False
2025-01-06 15:10:00,101066.0,101506.0,100938.0,101457.0,30.16919435,76.37974108562344,100044.36509651554,100552.05352443512,99632.52942991714,0,0.03,False
2025-01-06 15:20:00,101476.0,101699.0,101225.0,101649.0,29.5593226,77.9263480929417,100291.23200474391,100865.46680316795,99781.89762029363,0,0.05,False
2025-01-06 15:30:00,101690.0,101933.0,101631.0,101678.0,32.93591396,80.17897091722595,100504.58092709101,101097.61914511997,99922.34964842003,0,0.13,False
2025-01-06 15:40:00,101731.0,102220.0,101731.0,101976.0,51.01509044,80.14788259018597,100730.95309215394,101348.58510365713,100074.47189668522,0,0.19,False
2025-01-06 15:50:00,101972.0,102496.0,101972.0,102138.0,47.85213381,83.96586570851112,100947.42184720718,101574.13221689794,100227.3258302641,0,0.18,False
2025-01-06 16:00:00,102183.0,102416.0,102006.0,102416.0,27.44285926,84.47488584474885,101173.35694763684,101814.66586921283,100389.44984283713,0,0.09,False
2025-01-06 16:10:00,102419.0,102478.0,102133.0,102303.0,25.77220677,81.5935900289339,101347.14818646194,101954.18990658059,100531.19429892326,0,0.13,False
2025-01-06 16:20:00,102301.0,102514.0,102252.0,102471.0,37.05671104,85.29477196885428,101520.0484654678,102101.84993327185,100674.88361011412,0,0.2,False
2025-01-06 16:30:00,102471.0,102506.0,102085.0,102167.0,28.27991611,90.19054340155257,101619.57947078045,102120.46423805133,100785.41075010567,0,0.12,False
2025-01-06 16:40:00,102165.0,102165.0,101737.0,101889.0,11.86509587,83.6931018301267,101661.02878296806,102054.33159860809,100867.1581019497,0,0.02,False
2025-01-06 16:50:00,101962.0,102335.0,101958.0,102172.0,27.75652035,84.39254435212217,101739.63973943451,102087.95114186293,100963.81305736082,0,0.1,False
2025-01-06 17:00:00,102170.0,102170.0,101893.0,102066.0,7.29942313,75.07002801120447,101789.84901029075,102081.67938704495,101045.45653459335,0,0.02,False
2025-01-06 17:10:00,102062.0,102064.0,101771.0,101792.0,11.8218293,66.41674476726023,101790.17993178447,101998.91384788924,101100.7560505494,0,0.01,False
2025-01-06 17:20:00,101817.0,102073.0,101805.0,101888.0,4.83993198,63.99866041527126,101805.2291730484,101967.22417706375,101159.07041717538,0,0.0,False
2025-01-06 17:30:00,101857.0,102003.0,101540.0,101583.0,2.86376926,52.182952182952185,101771.04006950249,101857.44584075981,101190.47260849572,0,0.0,False
2025-01-06 17:40:00,101575.0,101707.0,101306.0,101619.0,62.93242731,49.450549450549445,101747.64928957903,101789.31845768559,101222.21537823678,0,0.17,False
2025-01-06 17:50:00,101636.0,101871.0,101514.0,101870.0,1.53084847,53.25203252032521,101766.47247579764,101812.37032691829,101270.19942429331,0,0.01,False
2025-01-06 18:00:00,101870.0,101957.0,101626.0,101942.0,12.23258743,49.376375641966256,101793.4767102903,101849.4073763702,101319.9624299012,0,0.1,False
2025-01-06 18:10:00,101941.0,101998.0,101868.0,101923.0,19.3382544,45.838172667440965,101813.40337024565,101870.43384026444,101364.63187953815,0,0.32,False
2025-01-06 18:20:00,101948.0,102058.0,101922.0,101952.0,5.21463494,40.05998286203942,101834.7259286694,101893.73845733174,101408.140629202,0,0.02,False
2025-01-06 18:30:00,101966.0,102087.0,101890.0,102087.0,12.01013576,45.41595925297114,101873.53732425872,101948.95604095125,101458.42650852037,0,0.12,False
2025-01-06 18:40:00,102059.0,102071.0,101734.0,101743.0,5.51013469,35.62401263823064,101853.45465898815,101890.11145782232,101479.50602640773,0,0.03,False
2025-01-06 18:50:00,101713.0,101995.0,101701.0,101776.0,22.95908656,41.353383458646626,101841.53855760535,101857.50818415881,101501.46854297012,0,0.37,False
2025-01-06 19:00:00,101805.0,101948.0,101665.0,101903.0,28.20614437,50.33175355450237,101850.9941641276,101870.50584582772,101531.21161386122,0,0.27,False
2025-01-06 19:10:00,101903.0,102089.0,101804.0,102029.0,24.64757158,46.338965693804404,101878.37967733873,101915.78988987695,101568.08482764928,0,0.36,False
2025-01-06 19:20:00,102030.0,102069.0,101872.0,101943.0,32.03889315,46.81841696844283,101888.32126544046,101923.56420705497,101595.85632189747,0,0.34,False
2025-01-06 19:30:00,101943.0,101971.0,101788.0,101945.0,19.07823528,54.60565924142083,101897.04107075732,101929.68871932497,101621.71881657172,0,0.27,False
2025-01-06 19:40:00,101943.0,102064.0,101897.0,101897.0,19.40042128,50.278983261004335,101897.03475217926,101920.34908523211,101642.1100153442,0,0.34,False
2025-01-06 19:50:00,101899.0,101925.0,101776.0,101853.0,6.54728812,59.98520710059171,101890.26017492091,101901.10648945151,101657.73149568908,0,0.0,False
2025-01-06 20:00:00,101892.0,102104.0,101892.0,102085.0,61.14228107,65.0516795865633,101920.22014801,101953.64749246537,101689.38101452692,0,0.12,False
2025-01-06 20:10:00,102068.0,102258.0,102055.0,102254.0,33.43265659,63.0968622100955,101971.57089447,102039.46249461811,101731.20464308048,0,0.18,False
2025-01-06 20:20:00,102243.0,102360.0,102116.0,102180.0,60.73855115,58.10626702997275,102003.63691070539,102079.61606758437,101764.44874359304,0,0.17,False
2025-01-06 20:30:00,102179.0,102299.0,102011.0,102041.0,8.17978125,53.71536523929471,102009.38507828918,102068.5829054174,101784.93402184542,0,0.03,False
2025-01-06 20:40:00,102059.0,102160.0,101934.0,101934.0,21.231019,49.459783913565424,101997.787373937,102030.13064672671,101795.97594615316,0,0.39,False
2025-01-06 20:50:00,101943.0,102302.0,101943.0,102137.0,5.27898982,51.44175317185698,102019.20470102361,102060.66474766194,101821.23698717885,0,0.02,False
2025-01-06 21:00:00,102185.0,102407.0,102185.0,102358.0,7.798135240000001,69.08752327746741,102071.32705471228,102145.61767690138,101860.99721035079,0,0.04,False
2025-01-06 21:10:00,102332.0,102357.0,102138.0,102214.0,15.4317725,62.717770034843205,102093.2767386027,102165.15548350099,101887.14556513961,0,0.11,False
2025-01-06 21:20:00,102211.0,102215.0,102027.0,102164.0,8.45117451,57.933130699088146,102104.15724035613,102164.82534535785,101907.6533010552,0,0.06,False
2025-01-06 21:30:00,102164.0,102164.0,101801.0,101832.0,2.94981386,44.67855213398163,102062.28689568595,102069.73238954133,101902.04935282888,0,0.0,False
2025-01-06 21:40:00,101844.0,101900.0,101755.0,101898.0,2.65060083,48.77116329874385,102037.01198865734,102020.66599252951,101901.74940076748,0,0.02,False
2025-01-06 21:50:00,101889.0,101889.0,101633.0,101653.0,10.96189155,42.96046287367406,101977.9332211716,101915.61856609251,101883.32351922915,0,0.12,False
2025-01-06 22:00:00,101657.0,101781.0,101641.0,101773.0,9.1378563,47.11090400745573,101946.40503329903,101874.8704043518,101875.15140669367,0,0.11,False
2025-01-06 22:10:00,101771.0,101889.0,101697.0,101862.0,3.97801262,50.20538566864445,101933.41964356072,101871.19314596556,101874.17722842006,0,0.01,False
2025-01-06 22:20:00,101941.0,102010.0,101846.0,101954.0,3.54007955,46.80643588493418,101936.58585224368,101894.85224711825,101880.09002631487,0,0.0,False
2025-01-06 22:30:00,101974.0,102108.0,101953.0,102026.0,4.95325931,44.16581371545547,101950.3418749754,101932.32303365589,101890.89817251376,0,0.04,False
2025-01-06 22:40:00,102059.0,102077.0,101981.0,102077.0,0.64284146,47.33298808907303,101969.8277403638,101973.6593097542,101904.6834930683,0,0.02,False
2025-01-06 22:50:00,102094.0,102118.0,102026.0,102038.0,1.56400879,49.91807755324959,101980.31578030784,101992.04236411015,101914.55878987805,0,0.03,False
2025-01-06 23:00:00,102041.0,102208.0,101932.0,102124.0,2.81325913,55.24861878453039,102002.42104487587,102029.74454579296,101930.07295359079,0,0.02,False
2025-01-06 23:10:00,102152.0,102196.0,102002.0,102143.0,1.58953408,50.18450184501845,102024.04857643342,102062.10324699496,101945.84532739887,0,0.03,False
2025-01-06 23:20:00,102130.0,102161.0,102094.0,102134.0,1.11032452,42.07920792079208,102040.96418005905,102082.64517642497,101959.7827105545,0,0.02,False
2025-01-06 23:30:00,102138.0,102166.0,102021.0,102150.0,3.31263772,47.51166407465008,102057.73892158843,102101.88941173212,101973.87288014306,0,0.04,False
2025-01-06 23:40:00,102149.0,102262.0,102119.0,102235.0,0.83500694,52.68735806207418,102085.00985672866,102139.92100838009,101993.21562976208,0,0.07,False
2025-01-06 23:50:00,102237.0,102280.0,102213.0,102280.0,1.29562947,71.66344294003869,102115.00834030888,102179.94357741435,102014.45891644637,0,0.11,False
2025-01-07 00:00:00,102278.0,102291.0,102017.0,102052.0,2.43696489,56.438127090301,102105.31474949213,102143.38826958169,102017.23973745033,0,0.03,False
2025-01-07 00:10:00,102073.0,102147.0,101997.0,102138.0,1.4646699,73.3847637415622,102110.34324957027,102141.84876398691,102026.18494208365,0,0.06,False
2025-01-07 00:20:00,102136.0,102457.0,102136.0,102429.0,4.11090963,77.1523178807947,102159.367365021,102223.89197427637,102056.0230945219,0,0.05,False
2025-01-07 00:30:00,102362.0,102760.0,102329.0,102329.0,9.021473509999998,69.15504511894996,102185.4646934793,102253.92283876883,102076.2436060388,0,0.1,False
2025-01-07 00:40:00,102342.0,102351.0,102002.0,102207.0,5.4531655,60.12810248198559,102188.7778175594,102240.51631340632,102085.92926485074,0,0.04,False
2025-01-07 00:50:00,102231.0,102268.0,102050.0,102095.0,3.36131348,52.67649340574089,102174.3504610118,102198.94022386166,102086.6011711581,0,0.06,False
2025-01-07 01:00:00,102068.0,102121.0,101868.0,101950.0,1.05989732,45.408532176428054,102139.83500547153,102127.81444561548,102076.48256588713,0,0.03,False
2025-01-07 01:10:00,101952.0,101952.0,101858.0,101931.0,15.70948769,46.074834922964044,102107.70654309129,102071.5817468682,102065.70607952512,0,0.29,False
2025-01-07 01:20:00,101917.0,101955.0,101748.0,101748.0,20.40105981,37.12328767123288,102052.3670749234,101979.12981919158,102042.1722958566,0,0.39,False
2025-01-07 01:30:00,101748.0,101917.0,101738.0,101915.0,3.31408792,42.91044776119403,102031.23367878134,101960.80701370828,102032.75212579314,-1,0.0,False
2025-01-07 01:40:00,101902.0,102055.0,101902.0,102044.0,3.31929388,47.39583333333333,102033.1977281996,101984.57643836306,102033.58530166032,0,0.02,False
2025-01-07 01:50:00,102054.0,102054.0,101886.0,101968.0,1.18242659,44.910514541387016,102023.16730847658,101979.84031311647,102028.72713116696,0,0.01,False
2025-01-07 02:00:00,101997.0,102059.0,101931.0,101985.0,2.24408462,42.73255813953488,102017.2954148648,101981.31450936891,102025.48808441385,0,0.02,False
2025-01-07 02:10:00,102016.0,102056.0,101987.0,101999.0,1.72618883,41.68146832445234,102014.48073565483,101986.36750669207,102023.52600408689,0,0.02,False
2025-01-07 02:20:00,101968.0,102043.0,101891.0,101891.0,0.36137149,44.86934353091141,101995.48369940024,101959.11964763718,102013.7092630434,0,0.03,False
2025-01-07 02:30:00,101891.0,101909.0,101833.0,101848.0,0.28485087,40.49803407601572,101972.7938994925,101927.3711768837,102001.43450281797,0,0.02,False
2025-01-07 02:40:00,101881.0,101882.0,101782.0,101814.0,0.41407771,25.768321513002363,101948.36406880135,101894.9794120598,101987.55046557219,0,0.02,False
2025-01-07 02:50:00,101776.0,101776.0,101699.0,101711.0,2.14912676,25.70754716981132,101911.846519755,101842.413865757,101967.06524590017,0,0.03,False
2025-01-07 03:00:00,101719.0,101820.0,101700.0,101738.0,1.51597725,30.076465590484275,101885.10090133116,101812.58133268358,101950.09744990757,0,0.01,False
2025-01-07 03:10:00,101764.0,101848.0,101688.0,101703.0,0.22509152,32.18181818181819,101857.08537804945,101781.27238048827,101931.79393509959,0,0.02,False
2025-01-07 03:20:00,101713.0,101733.0,101662.0,101700.0,2.48337603,36.951983298538615,101832.91839681107,101758.05170034876,101914.6240139811,0,0.0,False
2025-01-07 03:30:00,101700.0,101834.0,101700.0,101771.0,0.20493271,42.07920792079208,101823.39248960937,101761.75121453483,101903.98519813066,0,0.01,False
2025-01-07 03:40:00,101771.0,101771.0,101601.0,101604.0,3.27928291,42.756539235412475,101789.63979890023,101716.67943895346,101881.7640723432,0,0.0,False
2025-01-07 03:50:00,101601.0,101756.0,101557.0,101742.0,2.85571521,41.03626943005181,101782.31059906943,101723.91388496677,101871.41117809554,0,0.0,False
2025-01-07 04:00:00,101723.0,101842.0,101723.0,101830.0,0.42072383,38.419913419913414,101789.64742998182,101754.22420354768,101868.3436834218,0,0.01,False
2025-01-07 04:10:00,101799.0,101890.0,101794.0,101812.0,1.02297973,40.993071593533486,101793.0862869077,101770.73157396264,101864.17007724241,0,0.0,False
2025-01-07 04:20:00,101832.0,101899.0,101813.0,101899.0,0.64438138,45.4059829059829,101809.38070430652,101807.3796956876,101866.75007152074,0,0.02,False
2025-01-07 04:30:00,101933.0,101961.0,101870.0,101945.0,0.2121451899999999,47.210743801652896,101830.24521133628,101846.69978263401,101872.5463625192,0,0.01,False
2025-01-07 04:40:00,101938.0,101938.0,101781.0,101813.0,5.611160999999999,46.068548387096776,101827.59210189994,101837.07127331001,101868.13552085112,0,0.01,False
2025-01-07 04:50:00,101813.0,101813.0,101698.0,101698.0,0.56395422,42.95112781954888,101807.65485545379,101797.33662379286,101855.53288967696,0,0.01,False
2025-01-07 05:00:00,101678.0,101795.0,101631.0,101795.0,0.04843,49.15705412599822,101805.70795461474,101796.6690169949,101851.04897192311,0,0.03,False
2025-01-07 05:10:00,101792.0,101798.0,101717.0,101798.0,0.93883395,54.235637779941584,101804.52211544324,101797.0492978535,101847.11941844733,0,0.01,False
2025-01-07 05:20:00,101798.0,101798.0,101653.0,101727.0,0.6863311200000001,49.486461251167135,101792.59563614427,101777.03521275251,101838.22168374753,0,0.04,False
2025-01-07 05:30:00,101727.0,101751.0,101655.0,101681.0,0.96422587,48.98336414048059,101775.42707673745,101749.5965805375,101826.57563309956,0,0.02,False
2025-01-07 05:40:00,101681.0,101721.0,101629.0,101713.0,0.54760327,50.58505850585058,101765.82291108553,101739.14041466964,101818.16262324034,0,0.04,False
2025-01-07 05:50:00,101730.0,101758.0,101720.0,101749.0,1.10384594,48.97769516728625,101763.23477091853,101741.95743904974,101813.03946596327,0,0.03,False
